"MembershipID","tIncludeInCurrentMailing","tFRPCanadaMember","tFRPJointMembership","tNewFRPCanadaMember","tNewFRPBCMember","tJoinDate","tFRP-BC(Provincial)","tFRP-BC-FRP-Canada-ADD","tJointMembership(National)","tEndowmentDonation","tTOTAL","tFederalCharitableRegistrationNo","tAgencyName","tAgencyAddress1","tAgencyAddress2","tAgencyProv","tAgencyCity","tAgencyPC","tAgencyPhone","tAgencyFax","tAgencyWebsite","tAgencyDirector","tAgencyContactTitle","tAgencyDirectorPhone","tAgencyDirectorExt","tAgencyDirectorEmail","tAgencyEmail","tAboriginal","tNewtoCanada","tMemberName","tMainProgramContact","tMainContactTitle","tMainContactPhone","tMainContactEmail","tProgramLink","bMember","tNumber","tPolicySurvey","tRegion","tSubRegion","tPopulation","bSameAsAgency","tMemberAddress1","tMemberAddress2","tMemberCity","tMemberProv","tMemberPC","tMemberPhone","tMemberFax","bMailingSameAs","tMailingAddress1","tMailingAddress2","tMailingCity","tMailingProv","tMailingPC","tCommunity","b2007Questionnaire","tCoordinator","tProgramContactTitle","tCoordinatorPhone","tCoordinatorExt","tCoordinatorEmail","tAdditionalContactName","tAdditionalContactTitle","tAdditionalContactExt","tAdditionalContactEmail","tPSPProgressNotes","tPSPEmailContactDate","tPSPPhone1Date","tPSPPhone2Date","tPSPPhone3Date","tPSPPhone4Date","tPSPSelfAssessmentComplete","tPSPPresentation","tPSPPresentationDate","tAccredited","tPSPImplementationComplete","tPSPImplementationDate","tPSPCommitted","tPSPNotCommitted","nBoosterSeatsRequested","nBoosters Delivered","Booster Seats 2008","Booster Seat Total","bFRP","tOther","tUrbanRural","SchoolDistID","tDaysOpenPerWeek","tHoursOpenPerWeek","tServiceType","tPercentageFundingNotMCFD","bMCFDFunding","tGaming","cMCFDAmount","tSuccessBy6","tUnitedWay","tCAP-C","tVancouverFoundation","tMakeChildrenFirst","tIDP","tAboriginalIDP","tMinistryEducation","tPartnerOrganizations","tCommunityInvestments","tFundraising/Donations","tOtherFundingSources","tTotalAnnualFunding","tProgramExpenseTotal","tInKindFunds","tProgrammingDeficit","tFundingAmountForStrongStart","t2003EnhancementGrantAppliedFor","t2003DevelopmentRequest","t2003EnhancementGrantRequest","t2003EnhancementGrantAwarded","t2003IntentionsFor-EG-Funding","t2003EG-Comments","tCapacityGrantRequest","tCapacityGrantApplicationSentOut","tGrantApplicationReceived","tStreamOne","tStreamTwo","tCG-CriteriaMet","tCapacityGrantAmountAwarded","tIntentionsForCapacityGrantFunding","tComments-CapacityGrants","tApplicationNumber","nMembershipType","dRenewal","dUpdate","tReceiptNo","cSatelliteFunding","t2009StatusNotes","tMembershipNotes","tParentChildInteractiveDrop-in","tCounsellingServices","tSupportiveCounselling","tClothingExchange","tPregnancyOutreachProgram","tCommunityKitchenAndNutritionEducation","tDadsDrop-in","tWell-babyClinicsAndHealthScreening","tRespiteChildMinding","tCommunityActivities-DinnersAndFieldTrips","tSpecialNeeds","tCreativePlay-CraftsAndPainting","tAgeAppropriateToys-stations","tNobody'sPerfect","tTriplePParenting","tChildDevelopmentActivities-CircleTime","tEarlyChildhoodIntervention","tLanguageDevelopment","tEarlyLiteracyPrograms","tAboriginalMotherGooseProgram","tYoungParents Program","tParentChildMotherGoose","tWorkshopsAndCourses","tESLForParent/Caregiver","tParentSupportGroups","tPrenatalPrograms","tToyLendingLibrary","tHomeVisiting","tKindergartenReadiness","tFamilyPreservation","tChildCareServices","tEmploymentAndHousing","tDisabilityRelatedServices","nSchoolDistrictID","tPartnership01","tPartnership02","tPartnership03","tPartnership04","tPartnership05","tPartnership06","tPartnership07","tPartnership08","tPartnership09","tPartnership10","tPartnership11","tPartnership12","tDSA2005NominationReceived","tDSA2005AwardWinner","tDSA2006NominationReceived","tDSA2006AwardWinner","tDSA2007NominationReceived","tDSA2007AwardWinner","tDSA2008Applied","tDSA2008AwardWinner","tDSA2008AwardAppliedFor","tDSA2007AwardAppliedFor","tCAPC Program"
182,0,0,1,0,1,"2008",,,"100.0000",,"100.0000","8789-73007-RR0001","Cortes Community Health Association","Box 59",,"BC","Manson's Landing","V0P 1K0","2509356608",,,"Desta Beattie","Family Support Coordinator","2509356608",,"cortesfsc@gmail.com","ccha@twincomm.ca","5","5","Cortes Drop-in","Desta Beattie","Family Support Coordinator","(250) 935-6608","cortesfsc@gmail.com",,1,"197",0,"Vancouver Island",,"950",1,"951 Beasley Road",,"Manson's Landing","BC","V0P 1K0","2509356608",,0,"Box 59",,"Manson's Landing","BC","V0P 1K0","Cortes Island",0,"Desta Beattie","Family Support Coordinator","2509356608",,"cortesfsc@gmail.com","Marilyn Fitxmaurice","Administrator",,"ccha@twincomm.ca","Needs samples",,,,,,0,0,,0,0,,1,0,,,"5","5",1,,"Ultra Rural",,,,"Stand Alone","100",0,,,,,,,,,,,,,,,,"17182.0000","7182.0000","10000.0000",,0,,,,,,"10000.0000",1210921200000,1214204400000,0,1,1,"10000.0000","To enhancing and unifying Family Resource Services","In-Kind funding of a little more than $7 K plus th","VI-2",2,1372662000000,1339743600000,"71",,"Said yes to Joint Membership - payment not yet received","(250) 935-6608 Mary's work number.  She's only at ",1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,72,"Cortes health Centre","Southern Cortes Community Association","Whaletown Community Club","Early Years - Campbell River Region","Building Blocks Committee - Campbell River",,,,,,,,0,0,0,0,0,0,0,0,,,0
185,0,0,1,1,0,"2007",,,"100.0000",,"100.0000",,"Shuswap Family Resource & Referral Society","181 Trans Canada Hwy. N.E.","PO Box 914","BC","Salmon Arm","V1E 4P1","2508322170","2508330137","www.familyresource.bc.ca#http://www.familyresource.bc.ca#","Patricia Thurston","Executive Director","2508322170",212,"patti-thurston@familyresource.bc.ca","sfrrcinfo@familyservice.bc.ca",,,"Shuswap Playroom Drop-in","Patricia Thurston","Executive Director","(250) 832-2170","patti-thurston@familyresource.bc.ca",,1,"142",0,"Interior",,"17,150",1,"181 Trans Canada Hwy. N.E.","PO Box 914","Salmon Arm","BC","V1E 4P1","2508322170","2508330137",0,"PO Box 914",,"Salmon Arm","BC","V1E 4P1","Salmon Arm",0,"Patricia Thurston",,"2508322170","212","patti-thurston@familyresource.bc.ca",,,,,"Considering IF it can be done.","March 2009","May 2009",,,,0,0,,0,0,,0,1,1,"5","5","10",1,"MCFD","Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,"Was a member in 2002.  Membership lapsed between 2",,,,0,0,0,,,,,1,1349074800000,1320130800000,"966",,"Paid Membership Dues to FRP-BC",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
187,0,0,1,1,0,"2004",,,"100.0000",,"100.0000",,"South Vancouver Neighbourhood House","6470 Victoria Drive",,"BC","Vancouver","V5P 3X7","6043246212","6043246116","www.southvan.org#http://www.southvan.org#","Karen Larcombe","Executive Director","6043246212",,"karen@southvan.org","svnh@southvan.org","2","80","South Vancouver Family Drop-in","Wei Wei Siew","Adult & Family Team Leader","(604) 324-6212","weiwei@southvan.org","www.southvan.org/family.html#http://www.southvan.org/family.html#",1,"144",0,"Vancouver Coastal","South Vancouver","578,041",1,"6470 Victoria Drive",,"Vancouver","BC","V5P 3X7","6043246212","6043246116",1,"6470 Victoria Drive",,"Vancouver","BC","V5P 3X7","Vancouver",0,"Wei-Wei Siew","Adult & Family Team Leader","6043246212",,"weiwei@southvan.org","Wai Yeung","Family Support Worker","112","wai@southvan.org",,,,,,,0,0,,0,0,,1,0,,,,,1,,"Urban",,,,"Multi-service","34.4",0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1364799600000,1338879600000,"62",,"Paid Membership Dues to FRP-BC","Renewed after their membership expired in 2005.  N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
188,0,0,0,1,0,"2007",,,"100.0000",,"100.0000",,"Fort Nelson Family Development Society","Box 1210",,"BC","Fort Nelson","V0C 1R0","2507742596","2507742831","www.fortnelsonstuff.com#http://www.fortnelsonstuff.com#","Maureen Bazant-Gosling","Executive Director","2507742596",24,"ed.fnfds@northwestel.net","fnfds@northwestel.net","0","5","Fort Nelson Family Place","Maureen Bazant-Gosling","Executive Director","(250) 774-2596","ed.fnfds@northwestel.net",,1,"171",1,"Northern",,"4,871",0,"5012 Airport Drive",,"Fort Nelson","BC","V0C 1R0","2507742596","2507742831",0,"Box 1210",,"Fort Nelson","BC","V0C 1R0","Fort Nelson",0,"Maureen Bazant-Gosling","Executive Director","2507742596","24","ed.fnfds@northwestel.net","Kathryn Ford","IDP Consultant","23","idp.fnfds@northwestel.net",,,,,,,0,0,,0,0,,0,1,,,"10","10",1,,"Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,2,1364799600000,1333609200000,"30",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
190,0,0,0,0,0,"2008-October","60.0000",,,,"60.0000",,"United Church Health Services Society","Bag 999 - 2510 Hwy 62",,"BC","Hazelton","V0J 1Y0","2508424608","2508424633",,"Ken Eng","Business Manager","2508425373",,"cpnpstar@gmail.com","cpnpstar@gmail.com","76","0","Starting Smart","Judi Calhoun",,"(250) 842-5373","cpnpstar@gmail.com",,1,"163",0,"Northern",,"362",1,"Bag 999 - 2510 Hwy 62",,"Hazelton","BC","V0J 1Y0","2508424608","2508424633",1,"Bag 999 - 2510 Hwy 62",,"Hazelton","BC","V0J 1Y0","Hazelton",0,"Judi Calhoun",,"2508424608",,"cpnpstar@gmail.com",,,,,,,,,,,0,0,,0,0,,0,1,,,"5","5",1,,"Ultra Rural",,,,"Stand Alone",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,1,1372662000000,1344495600000,"99",,,"February: Confirmed they will renew and mailed Membership Form - via Post.  No reply as of April 10.  Called to follow up on April 26 - left message",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
191,1,0,1,1,0,"2008-July",,,"100.0000",,"100.0000","14063 6259 RP0001","Carney Hill Neighbourhood Centre","2579 Victoria Street",,"BC","Prince George","V2L 2M3","2505630858","2505630807","#http://www.carneyhillneighbourhoodcentre.ca/#","Cathy Wiegand","Executive Director","2505630858",,"chnc01@hotmail.com","chnc01@hotmail.com","80",,"Carney Hill Drop-in","Cathy Wiegand","Executive Director","(250) 563-0858","chnc01@hotmail.com",,1,"192",0,"Northern",,"70,981",0,"2105 Pine Street",,"Prince George","BC","V2L 2E1","2505637976","2505630807",1,"2579 Victoria Street",,"Prince George","BC","V2L 2M3","Prince George",0,"Dawn Agno","Coordinator","2505637976",,"hadih_house_coordinator@shaw.ca",,,,,,,,,,,0,0,,0,0,,1,0,,,,,1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"24200.0000","0.0000","24200.0000",,0,,,,,,"20000.0000",1210921200000,1214204400000,1,0,1,"20000.0000","To incorporate current programming into evening ho","Their needs are extensive.  Located within an extr","N-9",1,1364799600000,1331535600000,"996",,"Joint Membership paid to FRP-BC",,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,57,"Carrier Sekani Family Services","Prince George Native Friendship Centre","New Caledonia Regional Literacy Coordinator Project",,,,,,,,,,0,0,0,0,0,0,0,0,,,0
192,0,0,0,0,0,"2007","60.0000",,,,"60.0000","8922 56298 RR0001","Fort St. John Literacy Society","Box 6196",,"BC","Fort St. John","V1J 4H7","2507852110","2507852127",,"Jean McFadden",,"2507852110",,"info@fsjliteracy.ca","info@fsjliteracy.ca","0","25","C.H.O.O.S.E. Success","Jean McFadden",,"(250) 785-2110","info@fsjliteracy.ca",,1,"172",0,"Northern",,"18,270",0,"10142 - 101 Avenue",,"Fort St. John","BC","V1J 4H7","2507852110","2507852127",0,"Box 6196",,"Fort St. John","BC","V1J 4H7","Fort St. John",0,"Jean McFadden",,"2507852110",,"info@fsjliteracy.ca",,,,,,,,,,,0,0,,0,0,,0,1,,,,,1,,"Rural",,,,"Multi-service","60",0,,,,,,,,,,,,,,,,"10000.0000","500.0000","9500.0000",,0,,,,,,"10000.0000",1210921200000,1214204400000,0,1,1,"0.0000","Funding to be used to build capacity in the C.H.O.","The C.H.O.O.S.E. program is geared to parents with","N-4",1,1341126000000,1314082800000,"960",,"Grant received through North Peace Community Resources.  No need for them to become a Joint Member.",,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,60,"North Peace Community Resources Society","Success by 6","Literacy Now",,,,,,,,,,0,0,0,0,0,0,0,0,,,0
193,0,0,0,0,0,"2005","60.0000",,,,"60.0000",,"Prince George Native Friendship Centre","1600 Third Avenue",,"BC","Prince George","V2L 3G6","2505643568","2505630924","www.pgnfc.com#http://www.pgnfc.com#","Anita Zakresky","Director of Family Wellness Programs","2505643568",,"azakresky@pgnfc.com",,"100","0","Aboriginal Infant & Family Development Program","Diane Gabrielson","Program Coordinator","(250) 564-5941","dgabrielson@pgnfc.com",,1,"148",0,"Northern",,"70,981",0,"138 George Street",,"Prince George","BC","V2L 1P9","2505645941",,1,"138 George Street",,"Prince George","BC","V2L 1P9","Prince George",0,"Diane Gabrielson","Program Coordinator","2505645941",,"dgabrielson@pgnfc.com","Emma Faulkner","Emergency Resource Coordinator",,"efaulkner@pgnfc.com",,,,,,,0,0,,0,0,,0,1,,,,,1,,"Urban",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,1,1301641200000,1312959600000,"952",,"Operated two AHS programs: Power of Friendship Aboriginal Head Start and Prince George Aboriginal Head Start",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
194,0,0,1,1,0,"2006",,,"100.0000",,"100.0000",,"Kaien Anti Poverty Society","571 Mckay Street",,"BC","Prince Rupert","V8J 3X6","2506275277",,,"Colleen Hermanson","Manager","2506275277",,"family@citytel.net","family@citytel.net",,,"KAPS - House","Colleen Hermanson",,"(250) 627-4687","family@citytel.net",,1,"164",0,"Northern",,"15,281",1,"571 Mckay Street",,"Prince Rupert","BC","V8J 3X6","2506275277",,0,"567 Mckay Street",,"Prince Rupert","BC","V8J 3X6","Prince Rupert",0,"Colleen Hermanson",,"2506274687",,"family@citytel.net",,,,,,,,,,,0,0,,0,0,,0,1,,,,,1,,"Rural",,,,"Stand Alone",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,1,1333263600000,1299571200000,"875",,"Sent another renewal note on April 22nd.  Confirmed email receipt.  No reply - must call.","	This program provides free after school and summe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
196,0,0,1,1,0,"2007",,,"100.0000",,"100.0000",,"Children's Partnership Surrey-White Rock","10453 - 137th Street",,"BC","Surrey","V3T 5B1","7783859908",,"www.officeofearlychildhood.ca#http://www.officeofearlychildhood.ca#","Susan Papadionissiou","Consultant",,,"susan.papadionissiou@shaw.ca",,,,,"Susan Papadionissiou","Consultant","(778) 385-9908","susan.papadionissiou@shaw.ca",,1,"026",0,"Fraser Valley",,"394,976",0,,,,,,,,1,"10453 - 137th Street",,"Surrey","BC","V3T 5B1","Surrey",0,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,"Early Childhood Dev.","Urban",,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,3,1372662000000,1342422000000,"81",,"Emailed renewal note - must resend and call to follow up","Resent membership renewal email notice: April 22, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
198,0,0,1,1,0,"2008-July",,,"100.0000",,"100.0000","S-0032914","Office of the Wet'suwet'en Nation","#1 - 205 Beaver Rd.","Box 430","BC","Smithers","V0J 2N1","2508473630","2508475381","www.wetsuweten.com#http://www.wetsuweten.com#","Joan Hunt","Executive Director","2508473630",,"joan.hunt@wetsuweten.com","joan.hunt@wetsuweten.com","100","0","Early Childhood Development Program","Joan Hunt","Executive Director","(250) 847-1834","joan.hunt@wetsuweten.com","www.wetsuweten.com/human-social-services/58/early-childhood-development-program#http://www.wetsuweten.com/human-social-services/58/early-childhood-development-program#",1,"129",0,"Northern",,"5,575",0,"3883 Second Avenue","Box 430","Smithers","BC","V0J 2N1","2508471834","2508471873",0,"Box 430",,"Smithers","BC","V0J 2N0","Smithers",0,"Tara Stewart","Child Care Worker/Administrative Assistant","2508471834",,"tara.stewart@wetsuweten.com","Charlene Johnson","ECD Program - Infant/Toddler",,"charlene.johnson@wetsuweten.com","Worksheet complete - received self assessment and will begin.",,,,,,1,0,,0,1,1257235200000,1,0,,,,,1,,"Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"22700.0000","2700.0000","20000.0000",,0,,,,,,"20000.0000",1210921200000,1213945200000,1,0,1,"20000.0000","To better provide services within their Early Chil","Became a member so they could apply for Capacity G","N-15",1,1364799600000,1335769200000,"FRP Canada",,"Will be sending the $60.00 balance for a Joint Membership.","Application received came through Smithers Communi",1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,54,"Early Childhood Development Program","Bulkey Valley FASD Prevention Program","Smithers Community Services Assocition","Northwest Community College","MCFD","Make Children First",,,,,,,0,0,0,0,0,0,1,0,"Continuum of Service",,0
199,0,0,1,1,0,"2008-May","60.0000",,,,"60.0000","BN 10795 1220 RR 0001","Mayne Island Early Childhood Society (MIECS)","535 Fernhill Road","Site 1 - Comp 93","BC","Mayne Island","V0N 2J0","2505392402",,,"Tina Farmilo","Program Coordinator","2505392402",,"tinafarmilo@shaw.ca",,,,"Mayne Island Parent & Child Drop-in","Tina Farmilo (home)","Program Coordinator","(250) 539-2402","tinafarmilo@shaw.ca",,1,"110",0,"Vancouver Island","Southern Gulf Islands","900",1,"535 Fernhill Road","Site 1 - Comp 93","Mayne Island","BC","V0N 2J0","2505392402",,0,"Site 1 - Comp 93",,"Mayne Island","BC","V0N 2J0","Mayne Island",0,"Tina Farmilo","Program Coordinator","2505392402",,"tinafarmilo@shaw.ca","Sarah Coull","Chairperson MIECS",,"coulness@hotmail.com",,,,,,,0,0,,0,0,,0,1,,,,,1,,"Ultra Rural",,,,"Stand Alone","100",0,,,,,,,,,,,,,,,,"11800.0000","1800.0000","10000.0000",,0,,,,,,"10000.0000",1210921200000,1214204400000,0,1,1,"10000.0000","Support for their Mother Goose Program and the Sta","Although initially operating under Salt Spring Isl","VI-7",2,1309503600000,1281510000000,"802",,"Paid Membership Dues to FRP-BC","Submission for Mayne Island's Stream Two Applicati


Dear Debbie,

Allow me to introduce myself-I am Annette Witteman-the new President of the Mayne Island Early Childhood Society-I have been involved as a parent and (part time) Mother Goose Program provider for the past 3 years on Mayne Island and have been a MIECS member since incorporation. I appreciate the complexities and growing pains of a new and young society geographically isolated from both Sault Spring Island and Vancouver. We the new board will need to study how we can make the process as streamlined and effective as possible for the future-we will be holding our first meeting on Sunday and will receive an update from Tina as to how things are ironing out-Also we are working on our charitable status as a society. I look forward to working with you and the BC Association of Family Resource Programs in the future and appreciate your co-operation in clarifying our situation.

Sincerely
Annette Witteman

Site 2 comp 118
490 Fernhill rd
Mayne Island
BC
250-539-5011
annettepmw@shaw.ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
200,0,0,1,1,0,"2008-July",,,"100.0000",,"100.0000","119307197 RR0001","Family YMCA of Prince George","2020 Massey Drive","PO Box 1808","BC","Prince George","V2L 4V7","2505629341","2505622474","www.pgymca.com#http://www.pgymca.com#","Chris Kinch",,"2505629341",234,"chris.kinch@pgymca.com","myymca@pgymca.bc.ca",,,"Highland - Parent & Tot Playtime","Chris Kinch",,"(250) 562-9341","chris.kinch@pgymca.com","www.pgymca.bc.ca/family-preschool#http://www.pgymca.bc.ca/family-preschool#",1,"193",0,"Northern",,"70,981",0,"155 McDermid",,"Prince George","BC","V2M 4T8","2505629341","2505622474",0,"PO Box 1808",,"Prince George","BC","V2L 4V7","Prince George",0,,,"2505629341","224",,,,,,,,,,,,0,0,,0,0,,0,1,,,,,1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"56000.0000","36000.0000","20000.0000",,0,,,,,,"20000.0000",1213945200000,1214204400000,1,0,1,"20000.0000","To develop, equip and provide family resource prog","New Member.  The Highland Family Resource Centre w","N-11",1,1309503600000,1279782000000,"796",,"Joint Membership paid to FRP-BC by Credit Card (Visa)       Responded to e-Valuation query.  The said sorry for oversight, will do right away.","This NEW Member (#193) is different than member 15",1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,57,"School District 57","City of Prince George","Province of BC","CCRR - Prince George",,,,,,,,,0,0,0,0,0,0,0,0,,,0
201,0,0,0,1,0,"2008-July",,,"100.0000",,"100.0000","12547 3660 RR0001","Carrier Sekani Family Services","987 - 4th Avenue",,"BC","Prince George","V2L 3H7","2505623591","2505622272","www.csfs.org#http://www.csfs.org#","Mary Teegee","CFS Director","2505623591",205,"mary@csfs.org",,"70","0","Family Support Program","Cheryl Thomas","Family Support Services","(250) 563-1281","cheryl@csfs.org",,1,"153",0,"Northern",,"70,981",0,"835 - 3rd Avenue",,"Prince George","BC","V2L 3C7","2505623591","2505622272",0,"987 - 4th Avenue",,"Prince George","BC","V2L 3H7","Prince George",0,"Cheryl Thomas","Family Support Services","2505631281","207","cheryl@csfs.org","Marlaena Mann","Special Projects (250) 562-3591",,"marlaena@csfs.org",,,,,,,0,0,,0,0,,1,0,,,,,1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"15000.0000","5000.0000","10000.0000",,0,,,,,,"10000.0000",1213599600000,1214204400000,0,1,1,"10000.0000","They are moving into their newly renovated centre ","Services are open to both Aboriginal and non-abori","N-10",1,1364799600000,1333609200000,"34",,"Joint Membership paid to FRP-BC","Not a current member but will become a member and ",1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,57,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
203,0,0,1,1,0,"2008-July",,,"100.0000",,"100.0000","1191-52205-RT0001","Dze L K'ant Friendship Centre Society","1188 Main Street","PO Box 2920","BC","Smithers","V0J 2N0","2508475211","2508475144","www.bcaafc.com/centres/smithers#http://www.bcaafc.com/centres/smithers#","Annette Morgan","Executive Director","2508475211",,"morgan_mayner@hotmail.com","dzelkant@canada.com","100","7","Pregnancy Outreach Program","Annette Morgan","Executive Director","(250) 847-5211","morgan_mayner@hotmail.com",,1,"195",0,"Northern",,"5,575",0,"1188 Main Street","PO Box 2920","Smithers","BC","V0J 2N0","2508475211","2508475144",0,"PO Box 2920","1188 Main Street","Smithers","BC","V0J 2N0","Smithers",0,"Melanie Angus","Regional CAPC Coordinator
CAPC Coordinator - Northwest Coalition","2508475211",,"northwestcapc@yahoo.ca","Tamara Inkster","POP Worker",,"deasepop@gmail.com",,,,,,,0,0,,0,0,,0,1,,,,,1,,"Ultra Rural",,,,"Stand Alone","100",0,,,,,,,,,,,,,,,,"30000.0000","0.0000","30000.0000",,0,,,,,,"30000.0000",1213081200000,1217228400000,1,1,1,"30000.0000","Stream One Funding: Traditional Parenting Skills P","New Member.  Applying for both streams of funding.","N-14",2,1380610800000,1346223600000,"107",,"Paid Membership Dues to FRP-BC","From: Northwest CAPC Coalition 
To: Dease POP ; Houston POP ; Smithers POP ; Mary Bernt ; Susie Barbosa ; Terrace Parenting ; Westview Childcare Centre 
Sent: Friday, July 10, 2009 10:44 AM
Subject: Fw: Sharing Resources -- FRP-BC


 
In Friendship,
Genevieve Poirier

Regional CAPC Coordinator
Northwest Coalition
Community Action Program for Children (CAP-C)
Dze L K'ant Friendship Centre Society
PO Box 2920
Smithers, BC
V0J 2N0
Ph: (250) 847-5211
Fax: (250) 847-5144
email: northwestcapc@yahoo.ca",1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,54,"Northern Lights College Building Blocks Program","Pregnancy Outreach Program","Public Health Nurse","Aboriginal Infant Development Program","Child Care Resource & Referral","Infant Development Programs of BC",,,,,,,0,0,0,0,0,0,0,0,,,1
204,0,0,0,0,0,"2007",,,"100.0000",,"100.0000",,"North Okanagan Child Care Society","2711 38th Street",,"BC","Vernon","V1T 6H5","2505589963","2505584260","www.noccs.ca#http://www.noccs.ca#","Hollie Henderson","Executive Director","2505589963",201,"ed@noccs.ca","admin@noccs.ca",,,"West Vernon Children's Centre","Hollie Henderson","Executive Director","(250) 558-9963","ed@noccs.ca",,1,"203",0,"Interior",,"35,944",1,"2711 38th Street",,"Vernon","BC","V1T 6H5","2505589963","2505584260",0,"2711 38th Street",,"Vernon","BC","V1T 6H5","Vernon",0,"Hollie Henderson","Executive Director","2505589963","201","ed@noccs.ca","Many Humphrey","Administration","202","admin@noccs.ca",,,,,,,0,0,,0,0,,0,0,,,,,1,"Childcare","Urban",,,,"Stand Alone",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,3,1372662000000,1344495600000,"101",,"Not a Family Resource Program",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
